"06141GN5505";"CAM CHAIN KIT";"4"
"06141KVB505";"CAM CHAIN KIT";"7"
"06141KWB505";"CAM CHAIN KIT";"1"
"061A1KEH003";"GASKET KIT A";"1"
"061A1KFL003";"GASKET KIT A";"3"
"061A1kph003";"GASKET KIT A";"1"
"061A1KVY003";"GASKET KIT A";"1"
"061B1KEH003";"GASKET KIT B";"1"
"061B1KFL003";"GASKET KIT B";"1"
"061B1KPH003";"GASKET KIT B";"1"
"061B1KVY003";"GASKET KIT B";"1"
"06381KPH900";"ROD KIT CONNECTING";"2"
"06401K15900";"DRIVE CHAIN KIT";"3"
"06401K18900";"DRIVE CHAIN KIT";"2"
"06401K41N01";"DRIVE CHAIN KIT";"1"
"06401K45N01";"DRIVE CHAIN KIT";"2"
"06401K56N00";"DRIVE CHAIN KIT";"2"
"06401KCJ691";"DRIVE CHAIN KIT";"1"
"06401KEV881";"DRIVE CHAIN KIT";"8"
"06401KPH881";"DRIVE CHAIN KIT";"2"
"06401ktl700";"DRIVE CHAIN KIT";"9"
"06401KWB900";"DRIVE CHAIN KIT";"3"
"06401KWC900";"DRIVE CHAIN KIT";"2"
"06401KWW900";"DRIVE CHAIN KIT";"2"
"06401KYZ900";"DRIVE CHAIN KIT";"2"
"06435K07901";"PAD SET RR";"3"
"06435K56N01";"PAD SET, RR.";"1"
"06435KPP901";"PAD SET RR";"4"
"06435KSPB01";"PAD SET RR";"3"
"06455K56N01";"PAD SET, FR. BRAKE";"3"
"06455KPPN01";"PAD SET FR";"3"
"06455KR3404";"PAD SET FR (NA)";"2"
"06455KVB401";"PAD SET FR (NA)";"7"
"06455KVBT01";"PAD SET FR";"18"
"06455KVY911";"PAD SET FR";"7"
"06455KWB601";"PAD SET FR";"2"
"06455KWC901";"PAD SET FR";"8"
"06535041010";"RACE STEERING KIT";"6"
"06535GN5505";"RACE STEERING KIT";"4"
"06535KTR900";"RACE STEERING KIT";"3"
"0702S002000IN";"O2 SENSOR WRENCH";"1"
"074060050000IN";"Fuel Pump Remover";"1"
"08CLAH50500";"HONDA M/C GENUINE";"26"
"1110-94";"SPOKE SET";"2"
"11103KVB930";"RUBBER BUSH ENG.";"14"
"11108KVB900";"PLATE BEARING SET";"8"
"11203KVB901";"UNDER RUBBER BUSH";"6"
"11330KYE900";"COVER COMP. R CRANK";"1"
"11341KVY960";"COVER L CRANK CASE";"1"
"11370K07900";"PROTECTOR COMP R";"1"
"11370KPH880";"PROTECTOR R COVER";"1"
"11393KGH901";"GASKET R COVER";"1"
"11393KWK900";"GASKET R COVER";"1"
"11395KGH901";"GASKET L COVER";"1"
"11395KVY901";"GASKET L COVER";"1"
"11395KWK900";"GASKET L COVER";"1"
"12191GGC900";"GASKET CYLINDER";"1"
"12191K44V00";"GASKET, CYLINDER";"1"
"12191KCN001";"GASKET CYLINDER";"1"
"12191KVB901";"GASKET CYLINDER";"2"
"12251KVY901";"GASKET CYLINDER";"2"
"12361035000";"CAP TAPPET";"15"
"12391GGC900";"GASKET HEAD COVER";"3"
"12391KRM840";"GASKET HEAD COVER";"2"
"12391KWN900";"GASKET,HEAD COVER";"3"
"12391KWWA80";"GASKET, HEAD COVER";"2"
"1300AKVY960";"CRANKSHAFT ASSY";"1"
"1300AKZLC30";"CRANKSHAFT ASSY";"1"
"1300AKZR600";"CRANKSHAFT ASSY";"1"
"13031K59A10";"RING SET PISTON (0.50)";"1"
"13103K36T00";"PISTON (0.50)";"1"
"13103K44V00";"PISTON (0.50)";"1"
"13111440001";"PIN PISTON";"1"
"13115GN5911";"13115GN5910";"2"
"131A2KPH881";"PISTON KIT (0,25)";"2"
"131A2KRM305";"PISTON KIT (0.25)";"1"
"131A3KFV951";"PISTON KIT (0.50)";"1"
"131A3KRM305";"PISTON KIT (0.50)";"1"
"131A3KVB930";"PISTON KIT (0,50)";"1"
"131A3KWB920";"PISTON KIT (0,50)";"1"
"131A3KWN902";"PISTON KIT (0.50)";"1"
"131A3KZL305";"PISTON KIT (0.50)";"1"
"14126KPH901";"SPG .PLUNGER";"1"
"14401K18901";"CHAIN, CAM(94L) (FS)";"1"
"14401K56N01";"CHAIN CAM(120L)";"4"
"14401KPH901";"CHAIN CAM";"1"
"14401KPPT01";"CHAIN,CAM";"1"
"14401KVB901";"CHAIN CAM DID SCR-";"1"
"14431KGH900";"ARM,VALVE ROCKER";"1"
"14500KYZ900";"ARM COMP CAM CHAIN";"1"
"14502086001";"ROLLER CAM CHAIN";"4"
"14510K56N00";"TENSIONER COMP CAM";"2"
"14510KZR600";"TENSIONER ASSY., CAM";"2"
"14541GB4682";"SPRING TENSIONER";"7"
"1455AKTL6B0";"PUSH ROD ASSY";"2"
"14610086113";"GUIDE CAM CHAIN";"2"
"14610KWB600";"ROLLER CAM CHAIN";"1"
"14611KVB900";"GUIDECAM CHAIN";"1"
"14711KPH900";"VALVE,INLET";"1"
"14721KPH880";"VALVE, EXHAUST";"1"
"15133KPH900";"GEAR, OIL PUMP DRIVEN";"2"
"15133KVB900";"GEAR OIL PUMP DRIVEN";"2"
"15133KVY900";"GEAR OIL PUMP DRIVEN";"1"
"16016KVBS51";"SCREW SET";"2"
"16046KVY902";"BY STARTER ASSY AUTO";"1"
"16700K15306";"UNIT ASSY FUEL PUMP";"1"
"16700K18305";"UNIT ASSY,FUEL PUMP";"1"
"16700K45N01";"PUMP ASSY FUEL";"1"
"17110KPH880";"PIPE INLET COMP";"1"
"17210K03N30";"ELEMEN COMP, AIR/C";"11"
"17210K16900";"ELEMENT COMP., AIR";"22"
"17210K56N00";"ELEMENT COMP AIR";"2"
"17210KPH900";"ELEMENT COMP A/C";"5"
"17210KVB930";"ELEMENT COMP A/C";"4"
"17210KVY960";"ELEMENT COMP A/C";"11"
"17210KWB920";"ELEMENT COMP A/C";"4"
"17210KWC900";"ELEMENT COMP A/C";"3"
"17210KYZ900";"ELEMENT COMP, AIR/C";"7"
"17210KZLA00";"ELEMENT COMP A/C";"19"
"17210KZR600";"ELEMENT COMP, AIR";"12"
"17211k15900";"ELEMENT COMP,AIR/C";"5"
"17211K18900";"ELEMENT COMP., A/C";"3"
"17211KYE900";"ELEMENT COMP A/C";"5"
"17245K16900";"COVER SUB ASSY., AIR";"1"
"17518GGLJ00";"DUST SEAL";"4"
"17572GGLJ00";"O-RING, FUEL PUMP";"4"
"17620KGH600";"CAP FUEL FILLER";"2"
"17910K15901";"CABLE COMP THROT";"1"
"17910K16901";"CABLE COMP THROTTLE";"2"
"17910K18901";"CABLE COMP A THROT";"2"
"17910K18902";"CABLE COMP. A,";"1"
"17910KEV621";"THROTTLE CABLE";"1"
"17910KSPB01";"CABLE COMP,THROT";"1"
"17910KTL691";"THROTTLE CABLE";"4"
"17910KTM780";"CABLE COMP, THROT";"1"
"17910KTM850";"CABLE COMP THROTTLE";"3"
"17910KVB904";"CABLE COMP THROTTLE";"2"
"17910KVG901";"CABLE COMP THROTTLE";"2"
"17910KWB920";"CABLE COMP, THROT";"4"
"17910KWC900";"CABLE COMP,THROT";"2"
"17910KWWA00";"CABLE COMP, THROT";"3"
"17910KWWA81";"CABLE COMP., THROT";"6"
"17910KZR601";"CABLE COMP THROTTLE";"1"
"17920K15901";"CABLE COMP B THROT";"1"
"17920K18901";"CABLE COMP B THROT";"1"
"17950KFLD00";"CABLE COMP, CHOKE";"2"
"17950KWB920";"CABLE COMP, CHOKE";"2"
"18318K16A00ZA";"PROTECTOR MUFFLER";"1"
"18318K25900";"PROTECTOR, MUFFLER";"2"
"18318K59A10";"PROTECTOR, MUFFLER";"2"
"18318K61900ZA";"PROTECTOR, MUFFLER";"3"
"18318K81N00ZA";"PROTECTOR MUFFLER";"3"
"18318KVBN50";"PROTECTOR A MUFFLER";"2"
"18318KVY901";"PROTECTOR MUFFLER";"5"
"18318KZL930";"PROTECTOR MUFFLER";"1"
"18318KZR600";"PROTECTOR, MUFFLER";"3"
"18805KVY900";"ELEMENT ASV A/C";"6"
"19104KVB930";"CAP RESERVE TANK";"4"
"19216KVB900";"GASKET STATOR BASE";"1"
"19217MAL300";"SEAL MECHANICAL";"2"
"19505KGH901";"HOSE C RADIATOR";"1"
"19742KZL930";"CAP L. COVER";"1"
"22011GCC770";"PIECE SLIDE";"19"
"22100K25900";"OUTER COMP CLUTCH";"2"
"22100KVB900";"OUTER COMP CLUTCH";"1"
"22102KVY900";"FACE DRIVE";"3"
"22102KZL930";"FACE, DRIVE";"1"
"22105KVB900";"BOSS DRIVE FACE";"4"
"22105KVY960";"BOSS DRIVE FACE";"6"
"22105KZLC00";"BOSS, DRIVE FACE";"3"
"22110KVB900";"FACE COMP MOVEABLE";"4"
"22113GFM970";"FINDRIVE FACE";"2"
"22121KCS651";"CENTER CLUTCH";"1"
"2212AK36T00";"ROLLER WEIGHT SET";"8"
"2212AK44V00";"ROLLER WEIGHT SET";"5"
"2212AKVB900";"ROLLER WEIGHT SET";"2"
"2212AKVY900";"ROLLER WEIGHT SET";"1"
"2212AKWN900";"ROLLER WEIGHT SET";"1"
"22132KWN900";"PIECE,SLIDE";"6"
"22201107001";"DISK CLUTCH";"3"
"22201166001";"DISK CLUTCH";"2"
"22201K56N01";"DISK CLUTCH FRICTION";"15"
"22201KGH601";"DISK CLUTCH FRICTION";"10"
"22201KPH901";"DISK CLUTCH FRICTION";"1"
"22201KPM850";"DISK CLUTCH FRIC";"3"
"22201KWWA01";"DISK CLUTCH FRICTION";"5"
"22201KYZ901";"DISK CLUTCH FRICTION";"1"
"22201MJ8001";"DISK CLUTCH FRICTION";"10"
"22201MR8001";"DISK CLUTCH FRICTION";"2"
"22321KWW742";"PLATE, CLUTCH";"4"
"22350107011";"PLATE PRESSURE";"1"
"22350KVY900";"PLATE COMP DRIVE";"2"
"22401KPP901";"SPRING,CLUTCH";"19"
"22401KVB900";"SPRING CLUTCH";"6"
"22401KVY900";"SPRING CLUTCH";"21"
"22530KPH900";"WEIGHT PRIM CLUTCH";"2"
"22535K44V00";"WEIGHT SET CLUTCH";"3"
"22535K81N00";"WEIGHT SET CLUTCH";"1"
"22535KVB900";"WEIGHT SET CLUTCH";"1"
"22535KVY900";"WEIGHT SET CLUCTH";"8"
"22535KWN901";"WEIGHT SET CLUTCH";"18"
"22535KZLA00";"WEIGHT SET CLUTCH";"3"
"22804148000";"RUBBER CLUTCH";"5"
"22804GB2880";"RUBBER CLUTCH";"7"
"22870K15900";"CABLE COMP CLUTCH";"3"
"22870K15920";"CABLE COMP., CLUTCH";"1"
"22870K56N00";"CABLE COMP., CLUTCH";"2"
"22870K56N10";"CABLE COMP CLUTCH";"2"
"22870KCJ650";"CABLE COMP,CLUTCH";"1"
"22870KCJ660";"CABLE COMP CLUTCH";"3"
"22870KCJ690";"CABLE COMP,CLUTCH";"2"
"22870KCJ760";"CABLE COMP,CLUTCH";"1"
"22870KEH600";"CABLE COMP CLUTCH";"1"
"22870KEH900";"CABLE COMP,CLUTCH";"1"
"22870KEH930";"CABLE COMP,CLUTCH";"1"
"22870KWC900";"CABLE COMP,CLUTCH";"2"
"22870KYE900";"CABLE COMP,CLUTCH";"2"
"23100K35V01";"BELT DRIVE";"4"
"23100K36J02";"BELT DRIVE";"5"
"23100K44V01";"BELT DRIVE";"2"
"23100KVB901";"BELT DRIVE";"5"
"23100KVBBA0";"BELT DRIVE KIT";"10"
"23100KVYBA1";"BELT DRIVE KIT";"11"
"23100KZLBA0";"BELT DRIVE KIT";"10"
"23100KZR601";"BELT, DRIVE";"6"
"23100KZRBA0";"BELT DRIVE KIT";"12"
"23200KVB900";"DRIVEN FACE ASSY";"1"
"23205GGC900";"FACE SET DRIVEN";"1"
"23205KVY900";"FACE SET DRIVEN";"1"
"23224KVY900";"FACE SET MOVEABLE";"1"
"23224KZL930";"FACE SET, MOVABLE";"2"
"23233GCC000";"SPG DRIVEN FACE";"4"
"23237GCCC50";"COLLAR SEAL";"2"
"23238GCC000";"COLLAR SPG";"3"
"23411KVG900";"SHAFT DRIVE (18T)";"1"
"23411KVY900";"SHAFT DRIVE";"1"
"23411KZL930";"SHAFT,DRIVE";"3"
"23411KZR600";"DRIVESHAFT(17T)";"1"
"23421KVB900";"SHAFT COUNTER (12T)";"1"
"23422KWN901";"23422KWN900";"1"
"23801KK1011";"SPROCKET DRIVE";"1"
"24435KPK900";"24435KPK901";"1"
"24610KPP900";"SPINDLE COMP,GEAR";"1"
"24641KBP900";"SP.GRSHFT.ARM";"10"
"24651KSP910";"SPRING GEAR SHIFT";"5"
"28120KVB901";"PINION ASSY START";"2"
"28223GCC000";"SPRING KICK DRIVEN";"3"
"28223KZL840";"SPRING KICK DRIVEN";"2"
"28230KVB902";"GEAR COMP KICK";"2"
"28230KZL840";"GEAR COMP. KICK";"2"
"28230KZR600";"GEAR COMP., KICK";"2"
"28250KVB902";"SPINDLE COMP KICK";"4"
"28250KZR600";"SPINDLE COMP., KICK";"1"
"28281KWB600";"SPG KICK RETURN";"6"
"28300KVB900";"ARM ASSY KICK";"2"
"28333300000";"SPRING KICK STARTER";"4"
"30410KVY960";"CDI UNIT";"1"
"30500K07901";"COIL ASSY IGN";"1"
"30510KZR601";"COIL COMP., IGNITION";"1"
"30700K13900";"CAP ASSY NOISE";"1"
"30700KPH881";"CAP ASSY NOISE";"1"
"30700KSPB01";"CAP NOISE ASSY";"2"
"30700KVB931";"CAP ASSY NOISE";"2"
"30700KVY961";"CAP ASSY NOISE";"2"
"30700KWN982";"CAP ASSY NOISE";"2"
"30700KWW641";"CAP ASSY NOISE";"3"
"30700KZL931";"CAP ASSY NOISE";"2"
"30700KZLA01";"CAP ASSY NOISE";"2"
"31120K25902";"STATOR COMP (DS)";"1"
"31120KVB931";"STATOR COMP";"1"
"31120KVY961";"STATOR COMP";"1"
"31120KWWA81";"STATOR COMP";"1"
"31120KYE902";"STATOR COMP";"1"
"31213KEE630";"BRACKET COMP FR";"2"
"31500KPH881";"BATTERY GTZ5S GS";"5"
"31500KWWA02";"BATTERY YTZ4-V";"4"
"31500KZR602";"BATTERY(GTZ6V)";"5"
"31600KRS971";"REGULATOR REC COMP";"2"
"31600KTMN01";"REGULATOR REC COMP";"1"
"31600KVBN51";"REGULATOR REC COMP";"2"
"31600KWW641";"REG RECT COMP";"2"
"31916KRM841";"SPARK PLUG CPR8EA-9";"29"
"31916KWB601";"SPARK PLUG CPR6EA-";"4"
"31926KRM842";"SPARK PLUG CPR9EA-9";"34"
"31926KWB601";"SPARK PLUG U20EPR9S";"2"
"31926KYT902";"SPARK PLUG U27EPR-9";"4"
"31928MFFD01";"SPARK PLUG U24EPR9";"11"
"33100K16A01";"LIGHT ASSY, HEAD";"1"
"33100K61900";"HEADLIGHT ASSY";"1"
"33110K81N01";"UNIT HEAD LIGHT";"1"
"33110KVBN51";"HEADLIGHT UNIT";"1"
"33110KVY961";"HEADLIGHT UNIT";"1"
"33130KEV601";"SOCKET COMP";"3"
"33130KVY961";"SOCKET COMP";"4"
"33301K07901";"BULB POSITION";"6"
"33400KTM850";"WINKER ASSY R FR";"1"
"33400KVB931";"WINKER ASSY R FR";"1"
"33400KVY961";"WINKER ASSY R FR";"2"
"33402KTL691";"LENS WINKER R FR";"1"
"33450K15901";"WINKER ASSY L FR";"1"
"33450KVB931";"WINKER ASSY L FR";"1"
"33452KTL691";"LENS WINKER L FR";"1"
"33650K15921";"WINKER ASSY,L RR";"1"
"33650KYE901";"WINKER ASSY,L RR";"1"
"33701K25901";"LENS COMP., TAILLIGHT";"1"
"33701KTL691";"LENS TAILLIGHT";"1"
"33701KWWA01";"LENS COMB RR";"5"
"33703KTL691";"LENS WINKER R RR";"3"
"33703KVLN01";"LENS COMB TAILLIGHT";"1"
"33704KVLN01";"BASE COMP TAILLIGHT";"1"
"33704KWWA01";"BASE COMP TAILLIGHT";"1"
"34901K18901";"BULB,HEAD LIGHT";"2"
"34901KC5003";"BULB HEADLIGHT";"3"
"34901KFVB51";"BULB HEADLIGHT (12V";"23"
"34901KPH881";"BULB HEADLIGHT";"2"
"34901KWR004";"BULB HEADLIGHT";"1"
"34901KZL841";"BULB, HEADLIGHT(12V";"4"
"34905GM9003";"BULB WINKER";"9"
"34905KANW01";"WB BULB (12V10W-";"7"
"34906GB6921";"BULB TAILLIGHT";"7"
"34906KET940";"BULB TAILLIGHT";"7"
"34908GA7701";"BULB W BASE";"7"
"34930KWA930";"BULB (12V10W)";"7"
"35010KPH900";"KEY SET";"1"
"35010KVY960";"KEY SET";"1"
"35150KPH880";"SWITCH UNIT LIGHTING";"2"
"35160KPH881";"SWITCH UNIT START";"5"
"35160KWWA01";"SWITCH UNIT START";"5"
"35170K46N01";"SWITCH UNIT DIMMER";"3"
"35170K59A11";"SWITCH UNIT DIMMER";"6"
"35170kph651";"SWITCH UNIT DIMMER";"7"
"35170KWWA01";"SWITCH UNIT DIMMER";"8"
"35170KYZ901";"SWITCH UNIT DIMMER";"5"
"35180KPH881";"SWITCH UNIT HORN";"6"
"35180KWWA01";"SWITCH UNIT HORN";"6"
"35190KWN902";"SW UNIT, IDLE";"2"
"35200K03N31";"SW UNIT,WINKER";"1"
"35200K47N01";"SWITCH UNIT, WINKER";"1"
"35200KPH901";"SWITCH UNIT WINKER";"2"
"35200KVB851";"SWITCH UNIT WINKER";"6"
"35200KVB900";"SWITCH UNIT WINKER";"2"
"35200KWWA01";"SWITCH UNIT WINKER";"2"
"35200KYZ901";"SWITCH UNIT WINKER";"6"
"35340GW3980";"SWITCH FR STOP";"3"
"35345GW0900";"SWITCH FR STOP";"15"
"35700KVY900";"SWITCH ASSY SIDE";"1"
"35850K18901";"SWITCH ASSY.,";"1"
"36532K18901";"SENSOR OXYGEN";"1"
"37100KCJ691";"METER ASSY,COMB";"1"
"37200K16A01";"SPEEDOMETER ASSY.";"1"
"37200KWW911";"SPEEDOMETER ASSY";"1"
"37211KVB901";"LENS";"1"
"37211KVBT01";"LENS";"1"
"37224KWWA01";"SOCKET COMP";"1"
"37800K03H01";"FUEL UNIT";"1"
"37800k16901";"FUEL UNIT";"1"
"37800KCJ661";"FUEL UNIT";"1"
"37800KPH901";"FUEL UNIT";"1"
"37800KVY961";"FUEL UNIT";"2"
"37800KWB920";"FUEL UNIT";"2"
"37800KWWA81";"FUEL UNIT ASSY";"1"
"37800KZR601";"FUEL UNIT";"1"
"38110KTM851";"HORN COMP (HIGH)";"8"
"38300KRS971";"RELAY ASSY WINKER";"1"
"38301K16901";"RELAY COMP WINKER";"2"
"38501kvb901";"RELAY COMP,START";"1"
"38501KVZ631";"RELAY COMP,START";"1"
"38770K33N03";"UNIT COMP PGM-FI";"1"
"40510K15920";"CASE,DRIVE CHAIN";"1"
"41201GN5900";"SPROCKET DRIVEN";"1"
"41201KPH882";"SPROCKET DRIVEN 35T";"1"
"41241307012";"DAMPER,RR WHEEL SET";"3"
"41241GB4770";"DAMPER RR SET";"4"
"41241KSP900";"DAMPER RR WHEEL";"2"
"42301KWB600";"AXLE RR WHEEL";"2"
"42701KVG900";"RIM RR WHEEL";"2"
"42711K46N00";"TIRE RR (90/90-";"1"
"42711K56N00";"TIRE, RR";"1"
"42711K59A12";"TIRE RR (90/90-14";"2"
"42711KTM850";"TIRE, RR (80/90-17";"1"
"42711KWB922";"TIRE, RR (80/90-17";"1"
"42711KWW010";"TIRE, RR (80/90-17";"3"
"43125KGA902";"SHOE COMP BRAKE (NA)";"3"
"43125KPH903";"SHOE COMP BRAKE (NA)";"12"
"43130KZL930";"BRAKE SHOE";"60"
"43351KTMN31";"DISK RR BREAKE";"1"
"43450K46N01";"CABLE COMP RR BRK";"1"
"43450KVB930";"CABLE COMP,RR BRK";"2"
"43450KVY900";"CABLE COMP,RR BRK";"1"
"43450KZR611";"CABLE COMP RR BRK";"1"
"43472KVB900";"SPRING RR BRAKE ARM";"4"
"43513KBP882";"CAP M/C";"1"
"44301GN5900";"AXLE FR WHEEL";"2"
"44301KVG950";"AXLE FR WHEEL";"5"
"44601KVB911";"HUB FR WHEEL";"1"
"44601KWC901";"CAST, WHEEL FR (MA AX";"1"
"44680KSPB00";"RETAINER GEAR BOX";"7"
"44711K56N00";"TIRE, FR";"1"
"44711K59A12";"TIRE FR (80/90-14";"3"
"44711KTM850";"TIRE, FR (70/90-17";"4"
"44711KWB922";"TIRE, FR (70/90-17";"5"
"44711KWW010";"TIRE, FR (70/90-17";"2"
"44712KZT901";"TUBE, TIRE";"2"
"44800K25900";"BOX ASSY.,";"5"
"44800KVB910";"BOX SPEEDOMETER";"5"
"44800KWW650";"GEAR BOX ASSY SPDMT";"6"
"44830KCJ650";"CABLE ASSY.,SPDMT";"1"
"44830KEV651";"SPEEDOMETER CABLE";"1"
"44830KEV881";"SPEEDOMETER CABLE";"8"
"44830KTL690";"CABLE COMP";"2"
"44830KTM880";"CABLE COMP, SPDMT";"6"
"44830KVBT00";"CABLE COMP,SPDMT";"1"
"44830KVY721";"CABLE COMP,SPDMT";"11"
"44830KW1900";"CABLE,SPEEDOMTR";"1"
"44830KWB940";"CABLE COMP,SPDMT";"2"
"44830KWWA00";"CABLE COMP, SPDMT";"3"
"44830KWWA82";"CABLE COMP., SPDMT";"2"
"45120001011";"BRAKE SHOE (NA)";"18"
"45251K15901";"DISK FR BRAKE (SS)";"1"
